Flight_ID,Flight_Date,Airline_ID,Aircraft_ID,Origin_Airport_ID,Destination_Airport_ID,Scheduled_Departure,Actual_Departure,Delay_Minutes,Delay_Reason,Status,Flight_Duration_Min,Distance_KM,Seat_Capacity,Passengers,Base_Fare_USD,Revenue_USD,Load_Factor_%,Season
FL03054,2024-05-12,AL006,AC008,AP021,AP009,2024-05-12 06:45:00,2024-05-12 06:48:00,3.0,Technical,Delayed,143,6198,300,277,406.0,112462,92.33333333333331,Spring
FL03055,2024-06-20,AL005,AC008,AP015,AP025,2024-06-20 10:45:00,2024-06-20 10:59:00,14.0,Technical,Delayed,434,7644,300,202,637.0,128674,67.33333333333333,Summer
FL03056,2023-05-30,AL010,AC022,AP015,AP011,2023-05-30 18:45:00,2023-05-30 19:03:00,18.0,Late Aircraft,Delayed,515,6889,300,197,99.0,19503,65.66666666666666,Spring
FL03057,2023-04-04,AL001,AC024,AP022,AP001,2023-04-04 15:45:00,2023-04-04 15:53:00,8.0,Weather,Delayed,636,3314,296,216,625.0,135000,72.97297297297297,Spring
FL03058,2023-03-22,AL001,AC002,AP003,AP016,2023-03-22 05:00:00,2023-03-22 06:04:00,64.0,Technical,Delayed,281,1320,300,179,200.0,35800,59.66666666666667,Spring
FL03059,2023-11-26,AL001,AC040,AP021,AP016,2023-11-26 11:45:00,2023-11-26 14:27:00,162.0,Security,Severely Delayed,349,774,220,179,315.0,56385,81.36363636363636,Autumn
FL03060,2025-11-11,AL010,AC035,AP001,AP028,2025-11-11 08:15:00,2025-11-11 09:44:00,89.0,Weather,Delayed,527,1068,189,115,147.0,16905,60.84656084656085,Autumn
FL03061,2023-06-18,AL004,AC024,AP017,AP023,2023-06-18 16:30:00,2023-06-18 16:35:00,5.0,Crew,Delayed,203,5644,296,247,515.0,127205,83.44594594594594,Summer
FL03062,2023-01-05,AL009,AC039,AP013,AP028,2023-01-05 11:45:00,2023-01-05 11:57:00,12.0,Weather,Delayed,589,4551,300,245,377.0,92365,81.66666666666667,Winter
FL03063,2023-01-23,AL010,AC037,AP023,AP005,2023-01-23 05:00:00,2023-01-23 05:08:00,8.0,Security,Delayed,165,1468,220,132,513.0,67716,60.0,Winter
FL03064,2025-03-21,AL007,AC031,AP006,AP008,2025-03-21 05:00:00,2025-03-21 05:11:00,11.0,Crew,Delayed,473,1445,300,237,160.0,37920,79.0,Spring
FL03065,2025-06-14,AL005,AC011,AP016,AP002,2025-06-14 21:45:00,2025-06-14 21:52:00,7.0,Late Aircraft,Delayed,330,3354,300,253,216.0,54648,84.33333333333334,Summer
FL03066,2025-12-25,AL005,AC025,AP022,AP030,2025-12-25 14:30:00,2025-12-25 14:38:00,8.0,Technical,Delayed,96,3530,296,212,508.0,107696,71.62162162162163,Winter
FL03067,2024-03-14,AL008,AC019,AP025,AP030,2024-03-14 07:30:00,2024-03-14 08:46:00,76.0,Weather,Delayed,584,450,296,174,149.0,25926,58.78378378378378,Spring
FL03068,2025-03-18,AL001,AC020,AP012,AP022,2025-03-18 16:15:00,2025-03-18 16:26:00,11.0,Crew,Delayed,572,7340,396,320,97.0,31040,80.8080808080808,Spring
FL03069,2025-12-15,AL001,AC014,AP016,AP001,2025-12-15 15:15:00,2025-12-15 15:18:00,3.0,Late Aircraft,Delayed,624,5919,325,132,266.0,35112,40.61538461538461,Winter
FL03070,2024-06-03,AL007,AC011,AP001,AP004,2024-06-03 09:00:00,2024-06-03 09:06:00,6.0,Crew,Delayed,155,2264,300,208,322.0,66976,69.33333333333334,Summer
FL03071,2025-09-02,AL008,AC037,AP007,AP020,2025-09-02 16:45:00,2025-09-02 16:58:00,13.0,Late Aircraft,Delayed,86,6854,220,176,394.0,69344,80.0,Autumn
FL03072,2023-05-11,AL002,AC040,AP026,AP012,2023-05-11 22:15:00,2023-05-11 22:28:00,13.0,Weather,Delayed,597,5281,220,138,614.0,84732,62.727272727272734,Spring
FL03073,2025-11-17,AL002,AC005,AP014,AP001,2025-11-17 08:30:00,2025-11-17 08:31:00,1.0,Security,Delayed,672,7119,325,215,212.0,45580,66.15384615384615,Autumn
FL03074,2024-01-03,AL007,AC039,AP010,AP009,2024-01-03 14:30:00,2024-01-03 14:41:00,11.0,Crew,Delayed,562,508,300,228,490.0,111720,76.0,Winter
FL03075,2025-07-10,AL002,AC035,AP028,AP006,2025-07-10 22:30:00,2025-07-11 01:26:00,176.0,Weather,Severely Delayed,53,4976,189,137,533.0,73021,72.4867724867725,Summer
FL03076,2025-09-07,AL005,AC028,AP018,AP002,2025-09-07 09:30:00,2025-09-07 09:44:00,14.0,Weather,Cancelled,129,8140,296,0,90.0,0,0.0,Autumn
FL03077,2025-11-10,AL008,AC007,AP021,AP016,2025-11-10 05:30:00,2025-11-10 06:01:00,31.0,Late Aircraft,Delayed,264,1086,300,209,155.0,32395,69.66666666666667,Autumn
FL03078,2025-01-20,AL004,AC015,AP014,AP002,2025-01-20 14:00:00,2025-01-20 14:09:00,9.0,Late Aircraft,Delayed,271,3709,396,334,156.0,52104,84.34343434343434,Winter
FL03079,2023-04-16,AL010,AC027,AP024,AP015,2023-04-16 07:00:00,2023-04-16 07:10:00,10.0,Late Aircraft,Delayed,659,6811,325,214,85.0,18190,65.84615384615384,Spring
FL03080,2023-02-22,AL002,AC011,AP003,AP018,2023-02-22 11:15:00,2023-02-22 11:21:00,6.0,Late Aircraft,Delayed,643,2104,300,249,139.0,34611,83.0,Winter
FL03081,2025-05-06,AL002,AC001,AP012,AP013,2025-05-06 13:15:00,2025-05-06 15:10:00,115.0,Late Aircraft,Delayed,152,8269,325,227,251.0,56977,69.84615384615384,Spring
FL03082,2024-02-04,AL010,AC019,AP014,AP020,2024-02-04 14:00:00,2024-02-04 14:13:00,13.0,Crew,Delayed,662,7071,296,211,238.0,50218,71.28378378378379,Winter
FL03083,2025-12-31,AL005,AC040,AP019,AP005,2025-12-31 08:45:00,2025-12-31 08:52:00,7.0,Air Traffic,Delayed,95,5705,220,211,127.0,26797,95.9090909090909,Winter
FL03084,2025-08-11,AL008,AC035,AP015,AP008,2025-08-11 16:15:00,2025-08-11 16:27:00,12.0,Weather,Delayed,627,6200,189,120,132.0,15840,63.49206349206349,Summer
FL03085,2025-02-11,AL004,AC017,AP012,AP009,2025-02-11 12:15:00,2025-02-11 13:57:00,102.0,Air Traffic,Delayed,608,1378,296,223,418.0,93214,75.33783783783784,Winter
FL03086,2023-08-04,AL007,AC014,AP012,AP014,2023-08-04 19:30:00,2023-08-04 19:37:00,7.0,Weather,Delayed,681,6333,325,222,235.0,52170,68.3076923076923,Summer
FL03087,2023-07-01,AL007,AC016,AP016,AP001,2023-07-01 15:15:00,2023-07-01 15:36:00,21.0,Technical,Delayed,686,5028,189,150,575.0,86250,79.36507936507937,Summer
FL03088,2025-07-23,AL005,AC029,AP006,AP014,2025-07-23 12:00:00,2025-07-23 12:14:00,14.0,Crew,Delayed,660,6239,220,105,309.0,32445,47.72727272727273,Summer
FL03089,2023-03-28,AL007,AC026,AP006,AP019,2023-03-28 11:15:00,2023-03-28 11:58:00,43.0,Air Traffic,Delayed,608,4811,189,162,92.0,14904,85.71428571428571,Spring
FL03090,2024-11-14,AL004,AC016,AP002,AP008,2024-11-14 07:45:00,2024-11-14 07:56:00,11.0,Technical,Delayed,234,6736,189,151,380.0,57380,79.8941798941799,Autumn
FL03091,2025-03-19,AL006,AC013,AP019,AP001,2025-03-19 08:00:00,2025-03-19 10:54:00,174.0,Crew,Severely Delayed,684,1390,325,259,577.0,149443,79.6923076923077,Spring
FL03092,2023-07-16,AL003,AC040,AP024,AP030,2023-07-16 11:00:00,2023-07-16 13:51:00,171.0,Security,Severely Delayed,357,1651,220,133,196.0,26068,60.45454545454545,Summer
FL03093,2025-10-29,AL006,AC035,AP008,AP020,2025-10-29 08:15:00,2025-10-29 08:18:00,3.0,Crew,Delayed,436,8063,189,136,456.0,62016,71.95767195767195,Autumn
FL03094,2025-09-26,AL003,AC039,AP018,AP029,2025-09-26 10:15:00,2025-09-26 10:17:00,2.0,Late Aircraft,Delayed,498,4968,300,178,409.0,72802,59.333333333333336,Autumn
FL03095,2023-03-02,AL009,AC028,AP007,AP006,2023-03-02 09:15:00,2023-03-02 09:22:00,7.0,Security,Delayed,465,6388,296,234,249.0,58266,79.05405405405406,Spring
FL03096,2024-06-20,AL004,AC034,AP003,AP012,2024-06-20 07:30:00,2024-06-20 09:10:00,100.0,Late Aircraft,Delayed,603,6276,300,198,425.0,84150,66.0,Summer
FL03097,2025-03-05,AL002,AC014,AP012,AP010,2025-03-05 17:45:00,2025-03-05 17:56:00,11.0,Unknown,Delayed,278,5111,325,302,648.0,195696,92.92307692307692,Spring
FL03098,2024-06-04,AL005,AC019,AP004,AP008,2024-06-04 12:30:00,2024-06-04 12:38:00,8.0,Weather,Delayed,587,3622,296,228,539.0,122892,77.02702702702703,Summer
FL03099,2024-09-11,AL010,AC039,AP029,AP011,2024-09-11 09:15:00,2024-09-11 09:29:00,14.0,Crew,Delayed,492,7084,300,193,147.0,28371,64.33333333333333,Autumn
FL03100,2024-11-08,AL002,AC040,AP011,AP020,2024-11-08 22:15:00,2024-11-08 22:26:00,11.0,Weather,Delayed,538,6439,220,200,228.0,45600,90.9090909090909,Autumn
FL03101,2024-11-15,AL002,AC023,AP018,AP011,2024-11-15 18:30:00,2024-11-15 20:38:00,128.0,Air Traffic,Severely Delayed,147,3255,180,172,560.0,96320,95.55555555555556,Autumn
FL03102,2024-04-14,AL004,AC024,AP001,AP016,2024-04-14 17:15:00,2024-04-14 17:23:00,8.0,Technical,Delayed,163,1359,296,247,236.0,58292,83.44594594594594,Spring
FL03103,2025-12-07,AL003,AC024,AP005,AP008,2025-12-07 17:00:00,2025-12-07 18:21:00,81.0,Air Traffic,Delayed,336,1104,296,173,129.0,22317,58.44594594594594,Winter
FL03104,2024-02-14,AL010,AC011,AP020,AP003,2024-02-14 16:00:00,2024-02-14 16:09:00,9.0,Technical,Delayed,298,1667,300,239,210.0,50190,79.66666666666666,Winter
FL03105,2023-04-01,AL001,AC019,AP019,AP003,2023-04-01 22:30:00,2023-04-01 22:32:00,2.0,Security,Delayed,458,3023,296,242,321.0,77682,81.75675675675676,Spring
FL03106,2023-04-07,AL001,AC021,AP021,AP013,2023-04-07 06:00:00,2023-04-07 06:01:00,1.0,Technical,Delayed,256,2313,325,258,236.0,60888,79.38461538461539,Spring
FL03107,2025-06-20,AL008,AC007,AP011,AP017,2025-06-20 14:15:00,2025-06-20 14:35:00,20.0,Late Aircraft,Delayed,572,6762,300,219,617.0,135123,73.0,Summer
FL03108,2023-08-19,AL001,AC015,AP025,AP023,2023-08-19 20:00:00,2023-08-19 20:07:00,7.0,Security,Delayed,192,2631,396,343,441.0,151263,86.61616161616162,Summer
FL03109,2025-08-06,AL008,AC007,AP001,AP027,2025-08-06 18:45:00,2025-08-06 18:58:00,13.0,Crew,Delayed,414,1289,300,253,232.0,58696,84.33333333333334,Summer
FL03110,2024-10-14,AL002,AC015,AP007,AP002,2024-10-14 12:00:00,2024-10-14 12:13:00,13.0,Air Traffic,Delayed,475,4572,396,292,281.0,82052,73.73737373737373,Autumn
FL03111,2023-10-25,AL005,AC036,AP015,AP006,2023-10-25 07:00:00,2023-10-25 07:11:00,11.0,Crew,Delayed,560,8227,180,109,383.0,41747,60.55555555555555,Autumn
FL03112,2024-03-29,AL007,AC037,AP027,AP011,2024-03-29 15:45:00,2024-03-29 15:48:00,3.0,Weather,Delayed,584,6309,220,201,225.0,45225,91.36363636363636,Spring
FL03113,2023-10-11,AL009,AC003,AP022,AP011,2023-10-11 22:00:00,2023-10-11 22:13:00,13.0,Technical,Delayed,165,3217,396,334,492.0,164328,84.34343434343434,Autumn
FL03114,2023-05-31,AL007,AC015,AP008,AP015,2023-05-31 13:15:00,2023-05-31 13:27:00,12.0,Technical,Delayed,166,5359,396,282,413.0,116466,71.21212121212122,Spring
FL03115,2023-01-23,AL002,AC012,AP018,AP027,2023-01-23 10:15:00,2023-01-23 10:18:00,3.0,Technical,Delayed,636,4357,189,132,443.0,58476,69.84126984126983,Winter
FL03116,2023-06-28,AL002,AC030,AP010,AP014,2023-06-28 10:00:00,2023-06-28 11:31:00,91.0,Technical,Delayed,68,2826,325,232,513.0,119016,71.38461538461539,Summer
FL03117,2023-09-08,AL008,AC040,AP003,AP022,2023-09-08 07:00:00,2023-09-08 09:36:00,156.0,Air Traffic,Severely Delayed,352,3089,220,135,95.0,12825,61.36363636363637,Autumn
FL03118,2025-06-28,AL005,AC019,AP017,AP016,2025-06-28 07:30:00,2025-06-28 07:37:00,7.0,Weather,Delayed,105,6989,296,239,461.0,110179,80.74324324324324,Summer
FL03119,2025-12-07,AL001,AC001,AP024,AP029,2025-12-07 17:15:00,2025-12-07 17:30:00,15.0,Security,Delayed,229,2311,325,235,450.0,105750,72.3076923076923,Winter
FL03120,2023-02-09,AL003,AC026,AP005,AP008,2023-02-09 18:45:00,2023-02-09 18:47:00,2.0,Air Traffic,Delayed,692,7774,189,137,514.0,70418,72.4867724867725,Winter
FL03121,2023-11-05,AL009,AC007,AP004,AP029,2023-11-05 16:45:00,2023-11-05 16:56:00,11.0,Technical,Delayed,380,2279,300,278,603.0,167634,92.66666666666666,Autumn
FL03122,2025-12-04,AL005,AC024,AP008,AP019,2025-12-04 14:00:00,2025-12-04 14:10:00,10.0,Technical,Delayed,232,3260,296,232,486.0,112752,78.37837837837837,Winter
FL03123,2025-09-23,AL003,AC008,AP014,AP015,2025-09-23 18:45:00,2025-09-23 18:51:00,6.0,Late Aircraft,Delayed,345,6431,300,188,503.0,94564,62.66666666666667,Autumn
FL03124,2025-05-20,AL003,AC035,AP027,AP012,2025-05-20 17:00:00,2025-05-20 17:14:00,14.0,Weather,Delayed,158,5138,189,184,392.0,72128,97.35449735449735,Spring
FL03125,2023-03-04,AL001,AC013,AP013,AP017,2023-03-04 15:45:00,2023-03-04 15:51:00,6.0,Air Traffic,Delayed,404,1227,325,311,386.0,120046,95.6923076923077,Spring
FL03126,2025-01-29,AL010,AC019,AP003,AP016,2025-01-29 18:00:00,2025-01-29 18:14:00,14.0,Security,Delayed,311,903,296,223,502.0,111946,75.33783783783784,Winter
FL03127,2024-09-01,AL004,AC021,AP012,AP019,2024-09-01 09:30:00,2024-09-01 09:37:00,7.0,Late Aircraft,Delayed,456,5871,325,249,362.0,138195,76.61538461538461,Autumn
FL03128,2025-02-06,AL004,AC027,AP012,AP002,2025-02-06 16:45:00,2025-02-06 16:47:00,2.0,Late Aircraft,Delayed,589,5498,325,153,266.0,40698,47.07692307692308,Winter
FL03129,2023-11-21,AL006,AC010,AP003,AP010,2023-11-21 13:45:00,2023-11-21 13:50:00,5.0,Weather,Delayed,338,7024,396,281,556.0,156236,70.95959595959596,Autumn
FL03130,2025-01-02,AL007,AC013,AP008,AP010,2025-01-02 07:15:00,2025-01-02 07:29:00,14.0,Security,Delayed,608,5603,325,259,95.0,24605,79.6923076923077,Winter
FL03131,2024-06-20,AL010,AC007,AP001,AP029,2024-06-20 15:15:00,2024-06-20 15:16:00,1.0,Crew,Delayed,459,8470,300,215,97.0,20855,71.66666666666667,Summer
FL03132,2025-09-12,AL001,AC010,AP025,AP010,2025-09-12 19:45:00,2025-09-12 19:47:00,2.0,Weather,Delayed,364,2412,396,276,531.0,146556,69.6969696969697,Autumn
FL03133,2023-04-11,AL006,AC014,AP026,AP028,2023-04-11 06:00:00,2023-04-11 06:12:00,12.0,Security,Delayed,493,5086,325,229,404.0,92516,70.46153846153847,Spring
FL03134,2024-10-09,AL002,AC038,AP022,AP017,2024-10-09 21:30:00,2024-10-09 21:36:00,6.0,Air Traffic,Delayed,647,2288,189,161,510.0,82110,85.18518518518519,Autumn
FL03135,2024-02-28,AL006,AC036,AP011,AP007,2024-02-28 19:30:00,2024-02-28 19:30:00,0.0,No Delay,On Time,408,1154,180,145,483.0,70035,80.55555555555556,Winter
FL03136,2023-03-17,AL007,AC019,AP002,AP026,2023-03-17 15:00:00,2023-03-17 15:01:00,1.0,Security,Delayed,579,2032,296,205,139.0,28495,69.25675675675676,Spring
FL03137,2023-06-14,AL005,AC020,AP022,AP003,2023-06-14 15:30:00,2023-06-14 15:40:00,10.0,Technical,Delayed,163,3753,396,248,383.0,94984,62.62626262626263,Summer
FL03138,2023-01-21,AL008,AC037,AP013,AP003,2023-01-21 22:45:00,2023-01-21 22:54:00,9.0,Weather,Delayed,170,2040,220,158,536.0,84688,71.81818181818181,Winter
FL03139,2023-12-26,AL007,AC027,AP025,AP019,2023-12-26 13:00:00,2023-12-26 13:01:00,1.0,Crew,Delayed,297,2023,325,195,643.0,125385,60.0,Winter
FL03140,2024-09-21,AL010,AC020,AP024,AP004,2024-09-21 09:15:00,2024-09-21 09:17:00,2.0,Security,Delayed,153,3923,396,331,555.0,183705,83.58585858585859,Autumn
FL03141,2023-03-27,AL008,AC023,AP030,AP020,2023-03-27 22:30:00,2023-03-27 22:33:00,3.0,Late Aircraft,Delayed,398,2884,180,132,592.0,78144,73.33333333333333,Spring
FL03142,2023-04-05,AL001,AC009,AP004,AP017,2023-04-05 16:00:00,2023-04-05 18:52:00,172.0,Security,Severely Delayed,81,2007,296,262,496.0,129952,88.51351351351352,Spring
FL03143,2023-06-28,AL006,AC001,AP010,AP023,2023-06-28 19:30:00,2023-06-28 19:39:00,9.0,Late Aircraft,Delayed,229,6198,325,241,625.0,150625,74.15384615384616,Summer
FL03144,2023-09-30,AL007,AC009,AP001,AP013,2023-09-30 16:30:00,2023-09-30 16:42:00,12.0,Crew,Cancelled,695,3326,296,0,344.0,0,0.0,Autumn
FL03145,2025-01-01,AL004,AC032,AP018,AP014,2025-01-01 14:00:00,2025-01-01 14:00:00,0.0,No Delay,On Time,326,5622,396,381,354.0,134874,96.21212121212122,Winter
FL03146,2023-12-29,AL009,AC008,AP009,AP007,2023-12-29 11:15:00,2023-12-29 11:18:00,3.0,Crew,Delayed,272,2008,300,247,446.0,110162,82.33333333333334,Winter
FL03147,2025-12-08,AL010,AC016,AP012,AP013,2025-12-08 10:15:00,2025-12-08 11:39:00,84.0,Late Aircraft,Delayed,408,5768,189,142,529.0,75118,75.13227513227513,Winter
FL03148,2024-10-30,AL009,AC021,AP004,AP030,2024-10-30 16:15:00,2024-10-30 16:30:00,15.0,Crew,Delayed,374,3776,325,170,308.0,52360,52.30769230769232,Autumn
FL03149,2025-02-18,AL007,AC016,AP001,AP019,2025-02-18 19:45:00,2025-02-18 22:19:00,154.0,Security,Severely Delayed,105,7777,189,154,515.0,79310,81.48148148148148,Winter
FL03150,2025-12-30,AL005,AC017,AP026,AP019,2025-12-30 15:30:00,2025-12-30 15:40:00,10.0,Security,Delayed,273,1932,296,244,403.0,98332,82.43243243243244,Winter
FL03151,2025-11-08,AL005,AC020,AP018,AP006,2025-11-08 20:15:00,2025-11-08 20:21:00,6.0,Security,Delayed,167,3746,396,281,130.0,36530,70.95959595959596,Autumn
FL03152,2023-08-22,AL009,AC023,AP020,AP008,2023-08-22 11:30:00,2023-08-22 11:37:00,7.0,Air Traffic,Delayed,699,3203,180,130,515.0,66950,72.22222222222221,Summer
FL03153,2024-11-07,AL003,AC037,AP001,AP028,2024-11-07 12:15:00,2024-11-07 12:23:00,8.0,Security,Delayed,381,5181,220,166,124.0,20584,75.45454545454545,Autumn
FL03154,2025-05-18,AL006,AC025,AP006,AP021,2025-05-18 20:00:00,2025-05-18 20:15:00,15.0,Security,Delayed,321,1342,296,220,549.0,120780,74.32432432432432,Spring
FL03155,2023-06-27,AL010,AC034,AP005,AP012,2023-06-27 18:30:00,2023-06-27 18:37:00,7.0,Late Aircraft,Delayed,446,471,300,236,362.0,85432,78.66666666666666,Summer
FL03156,2023-02-22,AL006,AC040,AP019,AP017,2023-02-22 09:45:00,2023-02-22 09:58:00,13.0,Crew,Delayed,317,2334,220,202,222.0,44844,91.81818181818184,Winter
FL03157,2024-09-19,AL002,AC003,AP008,AP030,2024-09-19 20:00:00,2024-09-19 22:58:00,178.0,Security,Severely Delayed,619,8240,396,255,615.0,156825,64.39393939393939,Autumn
FL03158,2024-01-30,AL008,AC035,AP004,AP001,2024-01-30 06:15:00,2024-01-30 06:25:00,10.0,Late Aircraft,Cancelled,633,7204,189,0,527.0,0,0.0,Winter
FL03159,2025-05-15,AL003,AC021,AP008,AP020,2025-05-15 09:30:00,2025-05-15 09:44:00,14.0,Weather,Delayed,544,6309,325,321,387.0,124227,98.76923076923076,Spring
FL03160,2025-11-11,AL002,AC015,AP012,AP030,2025-11-11 06:00:00,2025-11-11 06:08:00,8.0,Technical,Delayed,86,7808,396,293,143.0,41899,73.98989898989899,Autumn
FL03161,2023-03-01,AL006,AC021,AP024,AP006,2023-03-01 14:00:00,2023-03-01 15:28:00,88.0,Security,Delayed,92,4232,325,253,194.0,49082,77.84615384615384,Spring
FL03162,2023-01-18,AL004,AC008,AP029,AP024,2023-01-18 07:45:00,2023-01-18 07:45:00,0.0,No Delay,On Time,311,5407,300,219,169.0,37011,73.0,Winter
FL03163,2025-09-19,AL005,AC002,AP001,AP005,2025-09-19 22:00:00,2025-09-19 22:01:00,1.0,Weather,Delayed,264,628,300,258,531.0,136998,86.0,Autumn
FL03164,2025-09-01,AL003,AC034,AP017,AP016,2025-09-01 07:30:00,2025-09-01 07:35:00,5.0,Air Traffic,Delayed,211,1122,300,237,221.0,52377,79.0,Autumn
FL03165,2025-06-10,AL006,AC002,AP001,AP028,2025-06-10 15:15:00,2025-06-10 15:24:00,9.0,Crew,Delayed,200,313,300,197,262.0,51614,65.66666666666666,Summer
FL03166,2024-06-10,AL005,AC026,AP001,AP017,2024-06-10 19:30:00,2024-06-10 20:45:00,75.0,Air Traffic,Delayed,579,4057,189,142,496.0,70432,75.13227513227513,Summer
FL03167,2024-10-19,AL007,AC024,AP026,AP010,2024-10-19 10:45:00,2024-10-19 10:57:00,12.0,Late Aircraft,Delayed,427,4419,296,237,518.0,122766,80.06756756756756,Autumn
FL03168,2025-06-04,AL008,AC039,AP001,AP027,2025-06-04 06:45:00,2025-06-04 06:55:00,10.0,Crew,Delayed,652,3067,300,221,413.0,91273,73.66666666666667,Summer
FL03169,2025-11-25,AL001,AC018,AP005,AP020,2025-11-25 17:15:00,2025-11-25 18:19:00,64.0,Technical,Delayed,597,3680,189,124,90.0,11160,65.60846560846561,Autumn
FL03170,2023-07-07,AL006,AC027,AP014,AP012,2023-07-07 22:00:00,2023-07-07 22:09:00,9.0,Technical,Delayed,626,2706,325,244,555.0,135420,75.07692307692308,Summer
FL03171,2023-10-03,AL010,AC030,AP030,AP007,2023-10-03 22:15:00,2023-10-03 22:20:00,5.0,Security,Delayed,601,6466,325,246,326.0,80196,75.6923076923077,Autumn
FL03172,2024-03-01,AL002,AC024,AP005,AP008,2024-03-01 06:15:00,2024-03-01 06:28:00,13.0,Security,Delayed,306,1078,296,218,184.0,40112,73.64864864864865,Spring
FL03173,2023-01-19,AL010,AC028,AP026,AP014,2023-01-19 15:30:00,2023-01-19 15:43:00,13.0,Technical,Delayed,94,452,296,182,460.0,83720,61.48648648648649,Winter
FL03174,2025-06-21,AL008,AC039,AP004,AP005,2025-06-21 09:15:00,2025-06-21 09:20:00,5.0,Weather,Delayed,428,7551,300,239,586.0,140054,79.66666666666666,Summer
FL03175,2023-11-28,AL005,AC019,AP026,AP029,2023-11-28 18:15:00,2023-11-28 18:25:00,10.0,Crew,Delayed,667,1270,296,244,316.0,77104,82.43243243243244,Autumn
FL03176,2023-09-08,AL004,AC029,AP012,AP017,2023-09-08 13:15:00,2023-09-08 13:15:00,0.0,No Delay,On Time,369,1827,220,151,621.0,93771,68.63636363636364,Autumn
FL03177,2024-05-08,AL005,AC010,AP025,AP027,2024-05-08 05:15:00,2024-05-08 05:24:00,9.0,Air Traffic,Delayed,511,5678,396,292,410.0,119720,73.73737373737373,Spring
FL03178,2024-01-02,AL010,AC032,AP003,AP027,2024-01-02 05:15:00,2024-01-02 07:53:00,158.0,Weather,Severely Delayed,543,3649,396,366,238.0,87108,92.42424242424242,Winter
FL03179,2025-07-15,AL008,AC018,AP025,AP026,2025-07-15 22:30:00,2025-07-15 22:33:00,3.0,Security,Delayed,321,731,189,161,390.0,62790,85.18518518518519,Summer
FL03180,2023-06-16,AL009,AC019,AP028,AP029,2023-06-16 06:45:00,2023-06-16 06:45:00,0.0,No Delay,On Time,282,8128,296,164,633.0,103812,55.4054054054054,Summer
FL03181,2025-10-17,AL005,AC010,AP017,AP015,2025-10-17 18:30:00,2025-10-17 18:42:00,12.0,Weather,Cancelled,698,1790,396,0,102.0,0,0.0,Autumn
FL03182,2024-04-27,AL010,AC038,AP018,AP026,2024-04-27 12:30:00,2024-04-27 15:18:00,168.0,Security,Severely Delayed,84,3379,189,172,188.0,32336,91.005291005291,Spring
FL03183,2023-01-13,AL008,AC005,AP010,AP001,2023-01-13 07:45:00,2023-01-13 07:58:00,13.0,Security,Delayed,188,8228,325,262,577.0,151174,80.61538461538461,Winter
FL03184,2025-03-27,AL009,AC002,AP023,AP021,2025-03-27 20:15:00,2025-03-27 20:16:00,1.0,Weather,Delayed,298,1087,300,251,134.0,33634,83.66666666666667,Spring
FL03185,2023-12-08,AL001,AC035,AP003,AP029,2023-12-08 13:00:00,2023-12-08 13:10:00,10.0,Crew,Delayed,520,2778,189,112,227.0,25424,59.25925925925925,Winter
FL03186,2024-09-07,AL010,AC037,AP007,AP022,2024-09-07 07:15:00,2024-09-07 07:19:00,4.0,Late Aircraft,Delayed,445,5414,220,155,561.0,86955,70.45454545454545,Autumn
FL03187,2024-03-29,AL003,AC027,AP025,AP015,2024-03-29 05:45:00,2024-03-29 05:59:00,14.0,Air Traffic,Delayed,512,7005,325,248,464.0,115072,76.3076923076923,Spring
FL03188,2024-05-07,AL008,AC034,AP025,AP011,2024-05-07 16:00:00,2024-05-07 16:07:00,7.0,Crew,Delayed,408,1145,300,209,102.0,21318,69.66666666666667,Spring
FL03189,2024-11-16,AL004,AC016,AP022,AP007,2024-11-16 14:30:00,2024-11-16 14:42:00,12.0,Air Traffic,Cancelled,563,4739,189,0,262.0,0,0.0,Autumn
FL03190,2025-11-10,AL009,AC011,AP026,AP003,2025-11-10 21:15:00,2025-11-10 22:51:00,96.0,Security,Delayed,242,3517,300,155,618.0,95790,51.66666666666667,Autumn
FL03191,2025-04-17,AL010,AC021,AP007,AP004,2025-04-17 10:15:00,2025-04-17 10:16:00,1.0,Crew,Delayed,214,6976,325,253,107.0,27071,77.84615384615384,Spring
FL03192,2024-11-13,AL003,AC003,AP014,AP022,2024-11-13 08:45:00,2024-11-13 09:00:00,15.0,Air Traffic,Delayed,683,6796,396,348,216.0,75168,87.87878787878788,Autumn
FL03193,2024-07-04,AL003,AC018,AP004,AP017,2024-07-04 12:45:00,2024-07-04 12:47:00,2.0,Technical,Delayed,112,3602,189,112,293.0,32816,59.25925925925925,Summer
FL03194,2023-05-28,AL007,AC004,AP028,AP023,2023-05-28 19:15:00,2023-05-28 19:21:00,6.0,Weather,Delayed,319,3470,180,135,216.0,29160,75.0,Spring
FL03195,2023-10-29,AL001,AC010,AP005,AP027,2023-10-29 12:15:00,2023-10-29 13:23:00,68.0,Air Traffic,Delayed,562,6606,396,213,203.0,43239,53.78787878787878,Autumn
FL03196,2023-03-02,AL001,AC035,AP021,AP016,2023-03-02 07:15:00,2023-03-02 07:21:00,6.0,Air Traffic,Delayed,321,3334,189,154,542.0,83468,81.48148148148148,Spring
FL03197,2024-11-22,AL009,AC005,AP004,AP019,2024-11-22 13:00:00,2024-11-22 13:01:00,1.0,Technical,Delayed,103,1266,325,286,77.0,22022,88.0,Autumn
